Student_ID,Name,Gender,Age,Department,Program,Year,Semester,Attendance,Assignment,CAT,FinalExam,StudyHours,InternetAccess,Device,ParentIncome,Scholarship,SkillsCount,Projects,LMSLogins,LibraryVisits,Location,Graduated,Placement,GPA,Total,Grade
S00489,Student_489,M,30,DS,BSc,1,1,50,89,36,29,7,No,Desktop,213814,No,1,0,120,24,Nakuru,No,No,1.78,44.5,D
S00490,Student_490,M,35,CS,BSc,3,1,57,53,56,88,10,No,Desktop,101086,Yes,4,6,27,55,Mombasa,Yes,Yes,2.8599999999999999,71.5,A
S00491,Student_491,F,20,SE,MSc,1,1,62,91,41,38,6,Yes,Tablet,269198,No,14,2,85,31,Eldoret,Yes,No,2.0600000000000001,51.600000000000001,C
S00492,Student_492,M,33,CS,MSc,2,1,44,87,64,28,6,Yes,Laptop,201611,No,12,4,39,4,Mombasa,No,No,1.9399999999999999,48.600000000000001,D
S00493,Student_493,F,21,SE,MSc,4,2,74,92,50,33,12,No,Laptop,199730,No,3,6,199,49,Kisumu,No,No,2.0899999999999999,52.299999999999997,C
S00494,Student_494,F,20,DS,BSc,3,1,53,77,62,53,1,No,Laptop,69169,Yes,2,2,93,7,Eldoret,Yes,No,2.3799999999999999,59.600000000000001,C
S00495,Student_495,F,35,AI,MSc,1,1,95,49,36,37,8,No,Desktop,233202,No,5,8,190,16,Kisumu,Yes,No,1.8,45,D
S00496,Student_496,F,20,CS,BSc,2,2,41,73,67,27,9,No,Laptop,129200,Yes,6,7,70,12,Nakuru,Yes,No,1.8200000000000001,45.600000000000001,D
S00497,Student_497,F,20,DS,MSc,3,2,59,95,29,70,7,No,Laptop,89630,Yes,9,8,82,26,Kisumu,Yes,No,2.6299999999999999,65.700000000000003,B
S00498,Student_498,F,31,DS,BSc,4,2,99,89,45,78,2,No,Tablet,91486,No,1,8,112,50,Nakuru,Yes,Yes,3.0299999999999998,75.700000000000003,A
S00499,Student_499,F,28,DS,MSc,3,2,51,99,50,21,5,Yes,Desktop,167512,Yes,4,4,57,30,Mombasa,Yes,No,1.8200000000000001,45.399999999999999,D
S00500,Student_500,M,28,SE,MSc,4,2,78,59,47,66,8,No,Laptop,82244,No,11,3,171,43,Mombasa,Yes,No,2.48,62,B
S00501,Student_501,M,30,IT,MSc,1,2,84,35,39,42,3,Yes,Laptop,253602,No,8,3,87,14,Nairobi,Yes,No,1.77,44.200000000000003,D
S00502,Student_502,M,30,CS,MSc,3,2,65,81,76,24,6,Yes,Tablet,92198,No,4,2,60,4,Kisumu,Yes,No,2,49.899999999999999,D
S00503,Student_503,F,23,DS,BSc,1,2,60,66,30,87,5,Yes,Laptop,190689,No,7,7,31,31,Nakuru,No,No,2.75,68.700000000000003,B
S00504,Student_504,M,30,AI,BSc,1,1,95,60,40,39,2,No,Laptop,172452,No,0,5,177,35,Eldoret,Yes,No,1.96,49,D
S00505,Student_505,F,34,CS,MSc,2,1,58,66,82,41,1,No,Tablet,208175,No,10,3,41,18,Nakuru,Yes,No,2.2400000000000002,55.899999999999999,C
S00506,Student_506,M,34,AI,MSc,3,1,91,70,58,65,6,Yes,Tablet,113644,Yes,3,1,16,17,Mombasa,Yes,No,2.6899999999999999,67.200000000000003,B
S00507,Student_507,M,27,AI,MSc,3,1,87,62,98,28,8,Yes,Laptop,39698,No,12,6,63,49,Nakuru,Yes,No,2.1899999999999999,54.700000000000003,C
S00508,Student_508,F,30,AI,MSc,1,2,92,37,89,98,2,No,Desktop,293718,Yes,14,7,189,7,Kisumu,Yes,Yes,3.3399999999999999,83.400000000000006,A
S00509,Student_509,M,33,CS,MSc,3,2,68,45,56,98,2,Yes,Tablet,281434,Yes,9,3,150,16,Eldoret,Yes,Yes,3.04,76,A
S00510,Student_510,M,31,SE,BSc,3,1,97,98,53,54,12,No,Desktop,166057,No,3,5,113,26,Eldoret,No,No,2.6800000000000002,66.900000000000006,B
S00511,Student_511,F,18,SE,BSc,3,2,56,68,79,66,5,No,Laptop,168718,Yes,4,7,15,6,Kisumu,Yes,No,2.7200000000000002,68,B
S00512,Student_512,F,31,SE,BSc,3,1,45,56,68,34,10,No,Laptop,93862,Yes,12,6,143,4,Nairobi,Yes,No,1.8500000000000001,46.299999999999997,D
S00513,Student_513,M,32,CS,BSc,3,1,75,33,29,87,10,Yes,Desktop,286129,No,12,7,17,22,Nairobi,Yes,No,2.54,63.399999999999999,B
S00514,Student_514,M,19,SE,BSc,4,1,57,35,60,99,11,No,Laptop,180484,Yes,10,5,69,47,Kisumu,Yes,Yes,2.9700000000000002,74.200000000000003,A
S00515,Student_515,M,18,DS,BSc,2,2,51,99,80,31,3,No,Tablet,37291,Yes,14,3,105,29,Mombasa,Yes,No,2.2599999999999998,56.399999999999999,C
S00516,Student_516,M,19,AI,BSc,2,1,53,63,30,59,12,Yes,Desktop,198674,No,14,2,51,35,Nakuru,No,No,2.1400000000000001,53.399999999999999,C
S00517,Student_517,M,26,SE,BSc,3,2,81,92,59,97,8,Yes,Desktop,189749,Yes,4,6,164,49,Eldoret,Yes,Yes,3.4700000000000002,86.799999999999997,A
S00518,Student_518,M,25,SE,BSc,4,2,78,41,25,24,11,No,Desktop,169463,No,3,0,140,47,Nairobi,Yes,No,1.3200000000000001,33,F
S00519,Student_519,M,28,DS,BSc,1,1,47,91,38,76,4,No,Tablet,265346,Yes,3,8,13,32,Nakuru,Yes,No,2.7400000000000002,68.5,B
S00520,Student_520,F,27,AI,MSc,2,1,95,89,53,40,3,No,Desktop,52632,No,13,6,119,26,Nakuru,Yes,No,2.3199999999999998,57.899999999999999,C
S00521,Student_521,F,23,AI,MSc,2,2,73,89,87,21,7,Yes,Laptop,35954,Yes,11,7,61,60,Kisumu,Yes,No,2.1200000000000001,53,C
S00522,Student_522,F,21,IT,BSc,1,1,54,92,85,49,7,Yes,Tablet,138138,Yes,7,0,190,14,Mombasa,Yes,No,2.6099999999999999,65.299999999999997,B
S00523,Student_523,F,33,AI,BSc,4,2,68,32,29,72,1,Yes,Laptop,127229,Yes,11,3,17,38,Eldoret,Yes,No,2.2000000000000002,55,C
S00524,Student_524,F,22,IT,BSc,2,2,47,93,32,59,6,No,Laptop,68526,No,8,7,54,5,Kisumu,No,No,2.3700000000000001,59.200000000000003,C
S00525,Student_525,F,34,IT,BSc,1,1,100,31,93,95,2,No,Desktop,256905,Yes,5,7,107,27,Mombasa,Yes,Yes,3.29,82.299999999999997,A
S00526,Student_526,M,34,IT,BSc,3,2,74,73,93,30,6,No,Laptop,45498,No,0,4,85,56,Nairobi,Yes,No,2.2200000000000002,55.600000000000001,C
S00527,Student_527,M,24,CS,MSc,4,1,77,66,43,98,7,Yes,Desktop,277540,No,14,2,194,34,Nairobi,Yes,Yes,3.1400000000000001,78.5,A
S00528,Student_528,F,26,CS,MSc,3,1,89,37,69,21,2,No,Tablet,181548,Yes,13,7,71,23,Nairobi,Yes,No,1.6200000000000001,40.600000000000001,D
S00529,Student_529,M,30,DS,MSc,3,2,52,76,79,73,5,Yes,Laptop,41226,Yes,13,6,89,27,Mombasa,No,No,2.9100000000000001,72.700000000000003,A
S00530,Student_530,M,32,DS,BSc,2,2,51,39,29,50,7,Yes,Tablet,128318,Yes,9,8,17,21,Mombasa,Yes,No,1.75,43.700000000000003,D
S00531,Student_531,F,35,SE,BSc,1,2,40,42,96,47,5,Yes,Desktop,88484,No,13,8,13,29,Kisumu,No,No,2.2000000000000002,55.100000000000001,C
S00532,Student_532,M,28,CS,MSc,3,2,89,86,91,73,9,No,Laptop,82535,No,10,5,174,22,Nakuru,No,No,3.23,80.799999999999997,A
S00533,Student_533,F,34,IT,MSc,4,2,73,76,73,78,11,Yes,Desktop,283302,No,7,5,167,1,Mombasa,Yes,Yes,3.04,76.099999999999994,A
S00534,Student_534,F,22,SE,BSc,1,2,86,45,74,83,7,Yes,Laptop,23297,Yes,6,0,156,20,Mombasa,Yes,Yes,2.96,73.900000000000006,A
S00535,Student_535,M,22,DS,BSc,3,2,75,70,99,50,11,Yes,Desktop,283718,No,12,4,185,57,Eldoret,Yes,No,2.6499999999999999,66.299999999999997,B
S00536,Student_536,F,31,CS,MSc,1,2,90,62,63,73,7,No,Laptop,255807,Yes,4,1,191,41,Eldoret,Yes,Yes,2.8199999999999998,70.5,A
S00537,Student_537,M,26,SE,BSc,1,2,46,69,95,27,3,Yes,Desktop,240560,No,3,3,127,24,Kisumu,No,No,2.04,50.899999999999999,C
S00538,Student_538,F,22,IT,MSc,3,1,48,74,36,84,5,Yes,Desktop,277715,Yes,3,4,122,22,Kisumu,Yes,No,2.75,68.799999999999997,B
S00539,Student_539,F,20,SE,BSc,4,2,47,40,58,83,2,Yes,Tablet,161851,No,6,0,100,29,Nairobi,Yes,No,2.6299999999999999,65.799999999999997,B
S00540,Student_540,F,31,IT,BSc,1,2,54,73,58,69,5,No,Laptop,151288,No,14,8,46,24,Eldoret,Yes,No,2.6400000000000001,66.099999999999994,B
S00541,Student_541,F,20,SE,MSc,4,1,51,56,49,48,11,Yes,Desktop,283583,No,0,6,5,37,Nairobi,Yes,No,2,50.100000000000001,C
S00542,Student_542,F,20,SE,MSc,3,2,58,87,57,80,7,Yes,Laptop,153402,Yes,9,0,128,23,Mombasa,Yes,Yes,2.98,74.599999999999994,A
S00543,Student_543,M,35,SE,MSc,2,1,95,37,78,74,11,Yes,Laptop,214294,Yes,9,0,5,42,Eldoret,Yes,No,2.7799999999999998,69.5,B
S00544,Student_544,M,25,IT,MSc,1,2,61,100,42,62,5,Yes,Tablet,35755,No,7,3,97,38,Mombasa,No,No,2.6200000000000001,65.5,B
S00545,Student_545,M,25,CS,BSc,1,2,73,87,98,57,12,No,Desktop,133637,No,9,2,178,27,Eldoret,No,No,2.9100000000000001,72.799999999999997,A
S00546,Student_546,F,33,SE,MSc,4,2,51,32,64,51,1,No,Laptop,147586,Yes,12,3,85,23,Nakuru,Yes,No,1.99,49.799999999999997,D
S00547,Student_547,M,22,SE,MSc,1,1,74,86,80,69,1,Yes,Desktop,51111,No,12,5,37,58,Nakuru,Yes,Yes,3,75.099999999999994,A
S00548,Student_548,M,29,CS,BSc,3,1,67,35,67,20,2,No,Tablet,172895,No,3,1,96,43,Mombasa,Yes,No,1.48,37.100000000000001,F
S00549,Student_549,F,30,DS,MSc,4,2,53,92,56,97,6,Yes,Desktop,29715,No,2,0,38,30,Eldoret,Yes,Yes,3.3399999999999999,83.400000000000006,A
S00550,Student_550,M,34,DS,MSc,2,2,100,64,25,99,1,Yes,Desktop,75743,Yes,2,3,54,25,Kisumu,Yes,Yes,3.0899999999999999,77.299999999999997,A
S00551,Student_551,M,30,DS,BSc,2,1,98,83,63,63,4,Yes,Tablet,92926,No,10,0,83,16,Nakuru,No,No,2.8199999999999998,70.5,A
S00552,Student_552,M,30,CS,MSc,1,1,88,62,75,100,10,Yes,Laptop,116483,No,1,1,56,34,Nakuru,No,No,3.4500000000000002,86.200000000000003,A
S00553,Student_553,F,18,CS,MSc,4,1,40,55,84,51,5,No,Desktop,167493,Yes,9,3,117,5,Kisumu,Yes,No,2.29,57.299999999999997,C
S00554,Student_554,M,22,DS,MSc,4,1,54,64,37,83,1,No,Laptop,32214,Yes,7,3,190,47,Nakuru,Yes,No,2.6800000000000002,67.099999999999994,B
S00555,Student_555,M,21,AI,BSc,4,2,100,37,63,63,11,No,Tablet,189958,Yes,6,0,46,47,Kisumu,Yes,No,2.46,61.5,B
S00556,Student_556,M,22,SE,MSc,2,2,73,94,26,51,11,No,Tablet,264342,Yes,15,6,118,31,Eldoret,No,No,2.27,56.799999999999997,C
S00557,Student_557,M,35,CS,MSc,2,1,82,75,79,93,9,Yes,Tablet,47091,Yes,12,1,79,44,Nairobi,Yes,Yes,3.4199999999999999,85.5,A
S00558,Student_558,F,27,CS,BSc,1,1,93,67,63,95,10,Yes,Tablet,223921,Yes,8,1,8,59,Nairobi,Yes,Yes,3.3100000000000001,82.799999999999997,A
S00559,Student_559,F,28,IT,MSc,3,2,52,58,29,32,4,Yes,Tablet,109691,No,5,7,128,42,Eldoret,No,No,1.54,38.600000000000001,F
S00560,Student_560,M,29,CS,MSc,3,2,44,31,66,90,3,No,Tablet,173213,No,5,3,176,3,Eldoret,Yes,No,2.75,68.799999999999997,B
S00561,Student_561,F,28,SE,MSc,3,2,58,43,71,31,10,Yes,Laptop,233216,No,5,8,169,45,Eldoret,No,No,1.76,44.100000000000001,D
S00562,Student_562,M,26,AI,MSc,4,2,71,86,82,88,1,Yes,Laptop,69741,Yes,4,0,59,20,Nakuru,Yes,Yes,3.3900000000000001,84.700000000000003,A
S00563,Student_563,F,33,SE,BSc,1,2,72,59,60,86,9,No,Desktop,148873,Yes,5,7,104,28,Kisumu,Yes,Yes,2.96,74,A
S00564,Student_564,F,33,SE,BSc,1,1,57,95,44,63,3,No,Tablet,168364,Yes,1,8,93,10,Kisumu,No,No,2.6000000000000001,65,B
S00565,Student_565,M,21,DS,MSc,2,1,77,32,69,87,12,Yes,Desktop,111362,No,10,7,173,51,Kisumu,Yes,Yes,2.8599999999999999,71.400000000000006,A
S00566,Student_566,F,33,CS,BSc,2,1,40,75,46,57,8,No,Laptop,73775,Yes,7,6,131,29,Nairobi,Yes,No,2.27,56.700000000000003,C
S00567,Student_567,M,19,IT,BSc,1,1,90,53,47,39,2,No,Desktop,133641,No,0,8,7,56,Kisumu,Yes,No,1.9399999999999999,48.5,D
S00568,Student_568,F,19,IT,BSc,3,1,79,78,72,86,7,No,Tablet,261474,No,10,0,131,4,Eldoret,No,No,3.2400000000000002,80.900000000000006,A
S00569,Student_569,M,21,DS,MSc,1,1,94,67,30,20,12,No,Tablet,199337,No,0,3,62,43,Nakuru,Yes,No,1.55,38.799999999999997,F
S00570,Student_570,M,26,CS,BSc,3,2,67,50,75,63,4,No,Desktop,39100,Yes,14,4,127,34,Nairobi,Yes,No,2.5299999999999998,63.200000000000003,B
S00571,Student_571,F,26,CS,MSc,3,1,72,47,69,33,10,Yes,Tablet,46780,No,1,0,49,44,Kisumu,No,No,1.8799999999999999,46.899999999999999,D
S00572,Student_572,F,23,IT,BSc,4,1,47,37,93,78,11,No,Desktop,44801,Yes,6,5,189,55,Kisumu,Yes,No,2.79,69.700000000000003,B
S00573,Student_573,M,31,IT,BSc,4,2,85,74,97,43,4,Yes,Tablet,248205,No,13,5,47,41,Nakuru,Yes,No,2.5699999999999998,64.200000000000003,B
S00574,Student_574,M,25,SE,BSc,3,1,56,82,42,45,1,No,Desktop,215006,No,13,0,149,45,Mombasa,Yes,No,2.1200000000000001,52.899999999999999,C
S00575,Student_575,F,20,CS,BSc,4,2,86,34,55,55,11,No,Tablet,189761,Yes,5,3,59,17,Kisumu,No,No,2.1600000000000001,53.899999999999999,C
S00576,Student_576,F,29,AI,BSc,4,1,40,41,54,35,7,Yes,Tablet,299299,Yes,6,0,77,37,Nakuru,Yes,No,1.6200000000000001,40.5,D
S00577,Student_577,F,30,CS,BSc,2,2,47,75,91,54,12,No,Tablet,291275,Yes,15,3,114,29,Eldoret,Yes,No,2.6000000000000001,64.900000000000006,B
S00578,Student_578,F,24,AI,BSc,2,2,78,86,62,49,12,No,Laptop,245841,No,15,4,100,12,Nairobi,Yes,No,2.48,61.899999999999999,B
S00579,Student_579,M,24,DS,MSc,3,1,70,45,96,93,2,Yes,Tablet,167433,Yes,8,0,74,21,Eldoret,Yes,Yes,3.27,81.700000000000003,A
S00580,Student_580,F,21,SE,MSc,1,1,47,91,85,32,5,No,Laptop,58519,Yes,1,2,126,5,Nairobi,Yes,No,2.2400000000000002,55.899999999999999,C
S00581,Student_581,M,28,IT,MSc,2,2,72,47,80,72,3,No,Desktop,75251,No,11,7,61,28,Nakuru,No,No,2.7400000000000002,68.599999999999994,B
S00582,Student_582,F,32,CS,MSc,2,2,85,82,34,63,12,Yes,Laptop,139680,Yes,11,8,195,48,Eldoret,Yes,No,2.5299999999999998,63.200000000000003,B
S00583,Student_583,M,28,AI,MSc,1,2,76,92,39,38,5,Yes,Laptop,236178,No,14,5,176,11,Nakuru,Yes,No,2.1099999999999999,52.799999999999997,C
S00584,Student_584,F,24,SE,MSc,1,1,92,34,57,81,11,No,Tablet,53241,No,11,3,100,36,Nairobi,Yes,No,2.7200000000000002,67.900000000000006,B
S00585,Student_585,M,19,SE,MSc,4,1,82,69,56,88,8,No,Desktop,267953,No,13,1,143,55,Nakuru,Yes,Yes,3.0899999999999999,77.200000000000003,A
S00586,Student_586,F,35,CS,MSc,4,1,94,89,85,32,12,Yes,Desktop,237674,Yes,15,6,6,29,Nakuru,Yes,No,2.4100000000000001,60.200000000000003,B
S00587,Student_587,F,21,IT,MSc,2,2,97,66,59,24,6,No,Tablet,202294,Yes,10,8,86,11,Kisumu,Yes,No,1.8700000000000001,46.700000000000003,D
S00588,Student_588,F,26,CS,MSc,1,2,48,37,59,42,12,No,Tablet,247625,Yes,1,8,107,54,Kisumu,No,No,1.8,45,D
S00589,Student_589,F,22,SE,MSc,3,1,85,63,60,64,7,No,Tablet,140598,No,10,8,127,59,Nairobi,No,No,2.6000000000000001,65.099999999999994,B
S00590,Student_590,F,29,IT,BSc,3,2,53,96,49,66,8,Yes,Laptop,152501,Yes,9,2,1,26,Eldoret,Yes,No,2.6899999999999999,67.299999999999997,B
S00591,Student_591,M,32,IT,MSc,4,2,94,42,41,72,12,Yes,Tablet,51712,No,2,0,29,33,Eldoret,Yes,No,2.48,62,B
S00592,Student_592,F,31,DS,BSc,2,2,93,32,67,81,3,No,Desktop,140876,No,12,2,140,29,Nairobi,Yes,No,2.7799999999999998,69.599999999999994,B
S00593,Student_593,F,35,DS,MSc,1,1,87,80,35,76,3,No,Laptop,23837,Yes,0,4,68,44,Nairobi,Yes,No,2.79,69.700000000000003,B
S00594,Student_594,M,25,CS,BSc,4,2,46,78,38,100,11,No,Tablet,240870,Yes,2,7,148,58,Eldoret,Yes,Yes,3.1099999999999999,77.799999999999997,A
S00595,Student_595,F,35,AI,MSc,2,2,45,32,32,30,3,Yes,Desktop,137795,Yes,7,6,148,35,Nairobi,Yes,No,1.29,32.299999999999997,F
S00596,Student_596,M,29,DS,MSc,4,1,56,79,65,71,12,No,Tablet,55820,Yes,14,1,138,45,Nakuru,Yes,No,2.7999999999999998,69.900000000000006,B
S00597,Student_597,M,23,AI,BSc,2,2,77,94,79,28,5,Yes,Tablet,44408,Yes,3,7,44,8,Nakuru,Yes,No,2.25,56.299999999999997,C
S00598,Student_598,F,22,CS,BSc,3,2,75,82,75,47,5,Yes,Laptop,54733,Yes,2,2,153,37,Nakuru,Yes,No,2.5,62.399999999999999,B
S00599,Student_599,F,31,SE,MSc,3,2,40,58,65,23,3,Yes,Laptop,213077,No,5,1,177,30,Mombasa,Yes,No,1.6000000000000001,40.100000000000001,D
S00600,Student_600,F,20,SE,BSc,2,1,59,95,99,95,2,No,Laptop,93543,No,6,5,36,25,Mombasa,Yes,Yes,3.6899999999999999,92.200000000000003,A
S00601,Student_601,F,18,IT,BSc,3,1,43,50,41,83,4,No,Desktop,130552,No,14,1,103,0,Mombasa,Yes,No,2.5600000000000001,64,B
S00602,Student_602,F,32,AI,BSc,2,1,93,71,98,44,8,No,Tablet,45894,Yes,0,7,3,47,Nakuru,No,No,2.6000000000000001,65.099999999999994,B
S00603,Student_603,M,30,DS,BSc,3,1,58,78,69,79,4,Yes,Desktop,245310,No,15,3,25,59,Mombasa,Yes,Yes,2.9900000000000002,74.700000000000003,A
S00604,Student_604,F,18,SE,BSc,3,2,42,63,42,36,5,No,Desktop,128369,Yes,5,0,90,50,Kisumu,Yes,No,1.73,43.200000000000003,D
S00605,Student_605,M,21,AI,BSc,3,1,91,85,83,87,9,No,Desktop,165112,Yes,13,1,2,21,Nairobi,Yes,Yes,3.4500000000000002,86.200000000000003,A
S00606,Student_606,M,20,AI,BSc,4,2,41,43,61,94,12,No,Tablet,124885,Yes,3,3,161,0,Kisumu,No,No,2.8799999999999999,71.900000000000006,A
S00607,Student_607,M,23,AI,MSc,2,2,98,44,88,20,10,No,Laptop,120087,No,5,0,76,22,Kisumu,Yes,No,1.8500000000000001,46.200000000000003,D
S00608,Student_608,F,25,IT,BSc,2,1,80,99,41,64,4,Yes,Tablet,203718,No,13,5,32,30,Eldoret,No,No,2.7200000000000002,68,B
S00609,Student_609,F,22,CS,MSc,3,1,42,88,78,100,1,Yes,Laptop,130393,Yes,10,3,36,55,Mombasa,Yes,Yes,3.5,87.400000000000006,A
S00610,Student_610,F,23,IT,BSc,2,2,52,80,51,26,8,Yes,Laptop,114170,Yes,8,8,85,5,Kisumu,Yes,No,1.78,44.399999999999999,D
S00611,Student_611,M,19,IT,MSc,4,2,44,60,99,58,8,Yes,Desktop,38622,No,15,0,87,16,Mombasa,Yes,No,2.6099999999999999,65.200000000000003,B
S00612,Student_612,F,19,DS,MSc,3,2,70,88,79,91,8,No,Tablet,118325,Yes,0,0,58,30,Kisumu,Yes,Yes,3.4399999999999999,85.900000000000006,A
S00613,Student_613,F,34,CS,BSc,2,1,57,97,36,50,7,Yes,Tablet,255613,No,7,5,14,1,Nakuru,Yes,No,2.29,57.299999999999997,C
S00614,Student_614,M,21,DS,MSc,4,2,77,93,54,32,9,No,Laptop,236671,No,4,1,73,53,Mombasa,Yes,No,2.1200000000000001,53.100000000000001,C
S00615,Student_615,F,35,DS,MSc,1,1,76,94,25,39,4,No,Laptop,230527,Yes,1,2,52,24,Nakuru,Yes,No,2.04,50.899999999999999,C
S00616,Student_616,M,28,CS,MSc,3,2,95,73,81,80,2,Yes,Laptop,289919,No,9,2,155,52,Kisumu,Yes,Yes,3.21,80.299999999999997,A
S00617,Student_617,M,22,CS,MSc,4,2,48,74,65,97,7,Yes,Tablet,280767,Yes,3,0,18,47,Nakuru,Yes,Yes,3.2400000000000002,81.099999999999994,A
S00618,Student_618,M,35,IT,BSc,4,2,89,30,83,22,12,No,Laptop,31161,Yes,13,7,116,44,Eldoret,Yes,No,1.7,42.5,D
S00619,Student_619,M,33,AI,BSc,2,1,72,41,88,36,4,Yes,Desktop,60001,Yes,0,3,103,49,Nairobi,Yes,No,2.04,51,C
S00620,Student_620,F,35,IT,BSc,4,1,98,31,86,33,1,Yes,Laptop,99471,Yes,2,7,114,3,Mombasa,No,No,1.99,49.700000000000003,D
S00621,Student_621,F,25,AI,BSc,3,1,40,40,82,29,9,Yes,Desktop,125935,No,12,1,133,19,Nairobi,Yes,No,1.72,42.899999999999999,D
S00622,Student_622,F,19,AI,MSc,3,2,93,75,57,47,4,Yes,Tablet,230465,No,14,8,44,37,Nakuru,Yes,No,2.3700000000000001,59.200000000000003,C
S00623,Student_623,F,24,DS,MSc,1,1,45,62,32,73,10,No,Laptop,164003,Yes,4,1,169,46,Mombasa,Yes,No,2.3900000000000001,59.799999999999997,C
S00624,Student_624,F,33,SE,MSc,3,1,62,38,75,30,7,Yes,Tablet,296178,Yes,7,7,199,32,Eldoret,No,No,1.75,43.799999999999997,D
S00625,Student_625,M,32,AI,BSc,2,2,64,53,61,69,4,No,Laptop,193296,No,3,2,188,59,Nairobi,Yes,No,2.5499999999999998,63.700000000000003,B
S00626,Student_626,M,18,DS,BSc,1,1,83,93,46,67,9,No,Desktop,234068,Yes,8,8,136,18,Mombasa,Yes,No,2.7799999999999998,69.599999999999994,B
S00627,Student_627,F,22,AI,MSc,1,1,66,88,48,38,8,No,Laptop,115245,Yes,15,6,173,27,Eldoret,Yes,No,2.1099999999999999,52.799999999999997,C
S00628,Student_628,M,30,SE,MSc,3,1,47,50,100,92,2,No,Desktop,157637,No,15,1,56,30,Kisumu,Yes,Yes,3.23,80.700000000000003,A
S00629,Student_629,F,34,IT,BSc,1,2,58,75,61,22,1,No,Laptop,112040,No,0,2,25,37,Kisumu,Yes,No,1.76,44,D
S00630,Student_630,F,26,IT,BSc,2,1,98,91,55,33,6,Yes,Desktop,181554,Yes,11,0,183,51,Mombasa,No,No,2.2200000000000002,55.5,C
S00631,Student_631,M,32,SE,MSc,3,2,84,95,96,46,6,No,Tablet,120297,Yes,15,0,12,26,Nakuru,Yes,No,2.7799999999999998,69.599999999999994,B
S00632,Student_632,F,22,AI,BSc,2,2,52,79,64,51,8,Yes,Tablet,61702,Yes,9,4,86,43,Nairobi,Yes,No,2.3700000000000001,59.299999999999997,C
S00633,Student_633,M,33,CS,BSc,1,1,66,90,25,28,7,No,Laptop,140808,Yes,1,6,137,47,Nakuru,Yes,No,1.74,43.600000000000001,D
S00634,Student_634,F,29,DS,BSc,2,2,63,49,25,62,2,Yes,Tablet,113854,Yes,2,5,118,33,Nakuru,Yes,No,2.0800000000000001,52.100000000000001,C
S00635,Student_635,F,32,AI,BSc,3,1,42,67,57,65,11,No,Tablet,72234,Yes,6,5,37,18,Kisumu,Yes,No,2.46,61.5,B
S00636,Student_636,F,31,AI,BSc,1,2,98,32,31,92,5,Yes,Laptop,276551,No,6,4,136,23,Nairobi,Yes,No,2.7400000000000002,68.400000000000006,B
S00637,Student_637,F,18,IT,MSc,2,1,99,40,97,56,2,Yes,Desktop,273844,No,1,8,173,15,Nakuru,No,No,2.6099999999999999,65.299999999999997,B
S00638,Student_638,F,18,SE,MSc,3,1,63,86,88,72,8,No,Laptop,63826,Yes,1,2,110,50,Nairobi,Yes,Yes,3.0800000000000001,77.099999999999994,A
S00639,Student_639,M,25,DS,MSc,4,1,53,48,33,47,4,No,Desktop,128776,No,15,5,138,4,Nairobi,Yes,No,1.8,45,D
S00640,Student_640,F,35,SE,BSc,4,1,54,50,38,83,8,Yes,Laptop,170544,No,14,5,123,19,Mombasa,Yes,No,2.5800000000000001,64.5,B
S00641,Student_641,F,32,SE,BSc,2,2,97,46,58,59,3,No,Desktop,252228,Yes,15,4,133,52,Nairobi,Yes,No,2.3999999999999999,60,B
S00642,Student_642,M,26,SE,MSc,1,1,73,30,99,55,11,Yes,Desktop,160405,No,8,1,195,57,Mombasa,Yes,No,2.4199999999999999,60.600000000000001,B
S00643,Student_643,M,18,IT,MSc,1,1,97,78,67,37,11,Yes,Desktop,24115,Yes,1,0,184,11,Nairobi,No,No,2.29,57.200000000000003,C
S00644,Student_644,M,31,SE,MSc,2,1,67,47,67,82,6,No,Tablet,44665,No,11,1,18,31,Kisumu,Yes,Yes,2.8199999999999998,70.5,A
S00645,Student_645,M,25,SE,BSc,4,1,45,33,36,26,9,Yes,Laptop,81859,Yes,9,8,190,11,Nakuru,Yes,No,1.25,31.300000000000001,F
S00646,Student_646,M,29,IT,BSc,2,1,67,38,95,50,1,No,Desktop,121861,Yes,10,6,168,41,Eldoret,No,No,2.3300000000000001,58.299999999999997,C
S00647,Student_647,F,24,IT,MSc,3,2,58,92,76,42,7,Yes,Desktop,222302,Yes,5,4,64,2,Nairobi,Yes,No,2.4199999999999999,60.399999999999999,B
S00648,Student_648,F,28,DS,BSc,2,2,98,94,80,36,3,Yes,Laptop,287392,No,12,7,86,10,Eldoret,No,No,2.5,62.600000000000001,B
S00649,Student_649,M,18,AI,BSc,3,2,74,37,97,45,9,No,Tablet,79627,Yes,8,5,200,38,Eldoret,Yes,No,2.27,56.700000000000003,C
S00650,Student_650,M,29,SE,BSc,4,1,88,98,67,40,11,Yes,Tablet,174250,No,4,2,171,2,Nakuru,Yes,No,2.4700000000000002,61.799999999999997,B
S00651,Student_651,F,19,IT,BSc,3,1,88,71,100,26,1,Yes,Laptop,70497,No,14,6,53,36,Kisumu,Yes,No,2.2400000000000002,56,C
S00652,Student_652,M,18,AI,BSc,2,1,98,63,49,70,12,No,Desktop,44140,No,0,8,49,51,Nairobi,No,No,2.6899999999999999,67.200000000000003,B
S00653,Student_653,F,29,AI,MSc,4,2,73,43,55,20,11,No,Tablet,149656,Yes,7,7,151,23,Mombasa,Yes,No,1.48,36.899999999999999,F
